decoy,selected,extra
-2997,2997,12997
-2998,2998,12998
-2999,2999,12999
-3000,3000,13000
-3001,3001,13001
-3002,3002,13002
-3003,3003,13003
-3004,3004,13004
-3005,3005,13005
-3006,3006,13006
-3007,3007,13007
-3008,3008,13008
-3009,3009,13009
-3010,3010,13010
-3011,3011,13011
-3012,3012,13012
-3013,3013,13013
-3014,3014,13014
-3015,3015,13015
-3016,3016,13016
-3017,3017,13017
-3018,3018,13018
-3019,3019,13019
-3020,3020,13020
-3021,3021,13021
-3022,3022,13022
-3023,3023,13023
-3024,3024,13024
-3025,3025,13025
-3026,3026,13026
-3027,3027,13027
-3028,3028,13028
-3029,3029,13029
-3030,3030,13030
-3031,3031,13031
-3032,3032,13032
-3033,3033,13033
-3034,3034,13034
-3035,3035,13035
-3036,3036,13036
-3037,3037,13037
-3038,3038,13038
-3039,3039,13039
-3040,3040,13040
-3041,3041,13041
-3042,3042,13042
-3043,3043,13043
-3044,3044,13044
-3045,3045,13045
-3046,3046,13046
-3047,3047,13047
-3048,3048,13048
-3049,3049,13049
-3050,3050,13050
-3051,3051,13051
-3052,3052,13052
-3053,3053,13053
-3054,3054,13054
-3055,3055,13055
-3056,3056,13056
-3057,3057,13057
-3058,3058,13058
-3059,3059,13059
-3060,3060,13060
-3061,3061,13061
-3062,3062,13062
-3063,3063,13063
-3064,3064,13064
-3065,3065,13065
-3066,3066,13066
-3067,3067,13067
-3068,3068,13068
-3069,3069,13069
-3070,3070,13070
-3071,3071,13071
-3072,3072,13072
-3073,3073,13073
-3074,3074,13074
-3075,3075,13075
-3076,3076,13076
-3077,3077,13077
-3078,3078,13078
-3079,3079,13079
-3080,3080,13080
-3081,3081,13081
-3082,3082,13082
-3083,3083,13083
-3084,3084,13084
-3085,3085,13085
-3086,3086,13086
-3087,3087,13087
-3088,3088,13088
-3089,3089,13089
-3090,3090,13090
-3091,3091,13091
-3092,3092,13092
-3093,3093,13093
-3094,3094,13094
-3095,3095,13095
-3096,3096,13096
-3097,3097,13097
-3098,3098,13098
-3099,3099,13099
-3100,3100,13100
-3101,3101,13101
-3102,3102,13102
-3103,3103,13103
-3104,3104,13104
-3105,3105,13105
-3106,3106,13106
-3107,3107,13107
-3108,3108,13108
-3109,3109,13109
-3110,3110,13110
-3111,3111,13111
-3112,3112,13112
-3113,3113,13113
-3114,3114,13114
-3115,3115,13115
-3116,3116,13116
-3117,3117,13117
-3118,3118,13118
-3119,3119,13119
-3120,3120,13120
-3121,3121,13121
-3122,3122,13122
-3123,3123,13123
-3124,3124,13124
-3125,3125,13125
-3126,3126,13126
-3127,3127,13127
-3128,3128,13128
-3129,3129,13129
-3130,3130,13130
-3131,3131,13131
-3132,3132,13132
-3133,3133,13133
-3134,3134,13134
-3135,3135,13135
-3136,3136,13136
-3137,3137,13137
-3138,3138,13138
-3139,3139,13139
-3140,3140,13140
-3141,3141,13141
-3142,3142,13142
-3143,3143,13143
-3144,3144,13144
-3145,3145,13145
-3146,3146,13146
-3147,3147,13147
-3148,3148,13148
-3149,3149,13149
-3150,3150,13150
-3151,3151,13151
-3152,3152,13152
-3153,3153,13153
-3154,3154,13154
-3155,3155,13155
-3156,3156,13156
-3157,3157,13157
-3158,3158,13158
-3159,3159,13159
-3160,3160,13160
-3161,3161,13161
-3162,3162,13162
-3163,3163,13163
-3164,3164,13164
-3165,3165,13165
-3166,3166,13166
-3167,3167,13167
-3168,3168,13168
-3169,3169,13169
-3170,3170,13170
-3171,3171,13171
-3172,3172,13172
-3173,3173,13173
-3174,3174,13174
-3175,3175,13175
-3176,3176,13176
-3177,3177,13177
-3178,3178,13178
-3179,3179,13179
-3180,3180,13180
-3181,3181,13181
-3182,3182,13182
-3183,3183,13183
-3184,3184,13184
-3185,3185,13185
-3186,3186,13186
-3187,3187,13187
-3188,3188,13188
-3189,3189,13189
-3190,3190,13190
-3191,3191,13191
-3192,3192,13192
-3193,3193,13193
-3194,3194,13194
-3195,3195,13195
-3196,3196,13196
-3197,3197,13197
-3198,3198,13198
-3199,3199,13199
-3200,3200,13200
-3201,3201,13201
-3202,3202,13202
-3203,3203,13203
-3204,3204,13204
-3205,3205,13205
-3206,3206,13206
-3207,3207,13207
-3208,3208,13208
-3209,3209,13209
-3210,3210,13210
-3211,3211,13211
-3212,3212,13212
-3213,3213,13213
-3214,3214,13214
-3215,3215,13215
-3216,3216,13216
-3217,3217,13217
-3218,3218,13218
-3219,3219,13219
-3220,3220,13220
-3221,3221,13221
-3222,3222,13222
-3223,3223,13223
-3224,3224,13224
-3225,3225,13225
-3226,3226,13226
-3227,3227,13227
-3228,3228,13228
-3229,3229,13229
-3230,3230,13230
-3231,3231,13231
-3232,3232,13232
-3233,3233,13233
-3234,3234,13234
-3235,3235,13235
-3236,3236,13236
-3237,3237,13237
-3238,3238,13238
-3239,3239,13239
-3240,3240,13240
-3241,3241,13241
-3242,3242,13242
-3243,3243,13243
-3244,3244,13244
-3245,3245,13245
-3246,3246,13246
-3247,3247,13247
-3248,3248,13248
-3249,3249,13249
-3250,3250,13250
-3251,3251,13251
-3252,3252,13252
-3253,3253,13253
-3254,3254,13254
-3255,3255,13255
-3256,3256,13256
-3257,3257,13257
-3258,3258,13258
-3259,3259,13259
-3260,3260,13260
-3261,3261,13261
-3262,3262,13262
-3263,3263,13263
-3264,3264,13264
-3265,3265,13265
-3266,3266,13266
-3267,3267,13267
-3268,3268,13268
-3269,3269,13269
-3270,3270,13270
-3271,3271,13271
-3272,3272,13272
-3273,3273,13273
-3274,3274,13274
-3275,3275,13275
-3276,3276,13276
-3277,3277,13277
-3278,3278,13278
-3279,3279,13279
-3280,3280,13280
-3281,3281,13281
-3282,3282,13282
-3283,3283,13283
-3284,3284,13284
-3285,3285,13285
-3286,3286,13286
-3287,3287,13287
-3288,3288,13288
-3289,3289,13289
-3290,3290,13290
-3291,3291,13291
-3292,3292,13292
-3293,3293,13293
-3294,3294,13294
-3295,3295,13295
-3296,3296,13296
-3297,3297,13297
-3298,3298,13298
-3299,3299,13299
-3300,3300,13300
-3301,3301,13301
-3302,3302,13302
-3303,3303,13303
-3304,3304,13304
-3305,3305,13305
-3306,3306,13306
-3307,3307,13307
-3308,3308,13308
-3309,3309,13309
-3310,3310,13310
-3311,3311,13311
-3312,3312,13312
-3313,3313,13313
-3314,3314,13314
-3315,3315,13315
-3316,3316,13316
-3317,3317,13317
-3318,3318,13318
-3319,3319,13319
-3320,3320,13320
-3321,3321,13321
-3322,3322,13322
-3323,3323,13323
-3324,3324,13324
-3325,3325,13325
-3326,3326,13326
-3327,3327,13327
-3328,3328,13328
-3329,3329,13329
-3330,3330,13330
-3331,3331,13331
-3332,3332,13332
-3333,3333,13333
-3334,3334,13334
-3335,3335,13335
-3336,3336,13336
-3337,3337,13337
-3338,3338,13338
-3339,3339,13339
-3340,3340,13340
-3341,3341,13341
-3342,3342,13342
-3343,3343,13343
-3344,3344,13344
-3345,3345,13345
-3346,3346,13346
-3347,3347,13347
-3348,3348,13348
-3349,3349,13349
-3350,3350,13350
-3351,3351,13351
-3352,3352,13352
-3353,3353,13353
-3354,3354,13354
-3355,3355,13355
-3356,3356,13356
-3357,3357,13357
-3358,3358,13358
-3359,3359,13359
-3360,3360,13360
-3361,3361,13361
-3362,3362,13362
-3363,3363,13363
-3364,3364,13364
-3365,3365,13365
-3366,3366,13366
-3367,3367,13367
-3368,3368,13368
-3369,3369,13369
-3370,3370,13370
-3371,3371,13371
-3372,3372,13372
-3373,3373,13373
-3374,3374,13374
-3375,3375,13375
-3376,3376,13376
-3377,3377,13377
-3378,3378,13378
-3379,3379,13379
-3380,3380,13380
-3381,3381,13381
-3382,3382,13382
-3383,3383,13383
-3384,3384,13384
-3385,3385,13385
-3386,3386,13386
-3387,3387,13387
-3388,3388,13388
-3389,3389,13389
-3390,3390,13390
-3391,3391,13391
-3392,3392,13392
-3393,3393,13393
-3394,3394,13394
-3395,3395,13395
-3396,3396,13396
-3397,3397,13397
-3398,3398,13398
-3399,3399,13399
-3400,3400,13400
-3401,3401,13401
-3402,3402,13402
-3403,3403,13403
-3404,3404,13404
-3405,3405,13405
-3406,3406,13406
-3407,3407,13407
-3408,3408,13408
-3409,3409,13409
-3410,3410,13410
-3411,3411,13411
-3412,3412,13412
-3413,3413,13413
-3414,3414,13414
-3415,3415,13415
-3416,3416,13416
-3417,3417,13417
-3418,3418,13418
-3419,3419,13419
-3420,3420,13420
-3421,3421,13421
-3422,3422,13422
-3423,3423,13423
-3424,3424,13424
-3425,3425,13425
-3426,3426,13426
-3427,3427,13427
-3428,3428,13428
-3429,3429,13429
-3430,3430,13430
-3431,3431,13431
-3432,3432,13432
-3433,3433,13433
-3434,3434,13434
-3435,3435,13435
-3436,3436,13436
-3437,3437,13437
-3438,3438,13438
-3439,3439,13439
-3440,3440,13440
-3441,3441,13441
-3442,3442,13442
-3443,3443,13443
-3444,3444,13444
-3445,3445,13445
-3446,3446,13446
-3447,3447,13447
-3448,3448,13448
-3449,3449,13449
-3450,3450,13450
-3451,3451,13451
-3452,3452,13452
-3453,3453,13453
-3454,3454,13454
-3455,3455,13455
-3456,3456,13456
-3457,3457,13457
-3458,3458,13458
-3459,3459,13459
-3460,3460,13460
-3461,3461,13461
-3462,3462,13462
-3463,3463,13463
-3464,3464,13464
-3465,3465,13465
-3466,3466,13466
-3467,3467,13467
-3468,3468,13468
-3469,3469,13469
-3470,3470,13470
-3471,3471,13471
-3472,3472,13472
-3473,3473,13473
-3474,3474,13474
-3475,3475,13475
-3476,3476,13476
-3477,3477,13477
-3478,3478,13478
-3479,3479,13479
-3480,3480,13480
-3481,3481,13481
-3482,3482,13482
-3483,3483,13483
-3484,3484,13484
-3485,3485,13485
-3486,3486,13486
-3487,3487,13487
-3488,3488,13488
-3489,3489,13489
-3490,3490,13490
-3491,3491,13491
-3492,3492,13492
-3493,3493,13493
-3494,3494,13494
-3495,3495,13495
-3496,3496,13496
-3497,3497,13497
-3498,3498,13498
-3499,3499,13499
-3500,3500,13500
-3501,3501,13501
-3502,3502,13502
-3503,3503,13503
-3504,3504,13504
-3505,3505,13505
-3506,3506,13506
-3507,3507,13507
-3508,3508,13508
-3509,3509,13509
-3510,3510,13510
-3511,3511,13511
-3512,3512,13512
-3513,3513,13513
-3514,3514,13514
-3515,3515,13515
-3516,3516,13516
-3517,3517,13517
-3518,3518,13518
-3519,3519,13519
-3520,3520,13520
-3521,3521,13521
-3522,3522,13522
-3523,3523,13523
-3524,3524,13524
-3525,3525,13525
-3526,3526,13526
-3527,3527,13527
-3528,3528,13528
-3529,3529,13529
-3530,3530,13530
-3531,3531,13531
-3532,3532,13532
-3533,3533,13533
-3534,3534,13534
-3535,3535,13535
-3536,3536,13536
-3537,3537,13537
-3538,3538,13538
-3539,3539,13539
-3540,3540,13540
-3541,3541,13541
-3542,3542,13542
-3543,3543,13543
-3544,3544,13544
-3545,3545,13545
-3546,3546,13546
-3547,3547,13547
-3548,3548,13548
-3549,3549,13549
-3550,3550,13550
-3551,3551,13551
-3552,3552,13552
-3553,3553,13553
-3554,3554,13554
-3555,3555,13555
-3556,3556,13556
-3557,3557,13557
-3558,3558,13558
-3559,3559,13559
-3560,3560,13560
-3561,3561,13561
-3562,3562,13562
-3563,3563,13563
-3564,3564,13564
-3565,3565,13565
-3566,3566,13566
-3567,3567,13567
-3568,3568,13568
-3569,3569,13569
-3570,3570,13570
-3571,3571,13571
-3572,3572,13572
-3573,3573,13573
-3574,3574,13574
-3575,3575,13575
-3576,3576,13576
-3577,3577,13577
-3578,3578,13578
-3579,3579,13579
-3580,3580,13580
-3581,3581,13581
-3582,3582,13582
-3583,3583,13583
-3584,3584,13584
-3585,3585,13585
-3586,3586,13586
-3587,3587,13587
-3588,3588,13588
-3589,3589,13589
-3590,3590,13590
-3591,3591,13591
-3592,3592,13592
-3593,3593,13593
-3594,3594,13594
-3595,3595,13595
-3596,3596,13596
-3597,3597,13597
-3598,3598,13598
-3599,3599,13599
-3600,3600,13600
-3601,3601,13601
-3602,3602,13602
-3603,3603,13603
-3604,3604,13604
-3605,3605,13605
-3606,3606,13606
-3607,3607,13607
-3608,3608,13608
-3609,3609,13609
-3610,3610,13610
-3611,3611,13611
-3612,3612,13612
-3613,3613,13613
-3614,3614,13614
-3615,3615,13615
-3616,3616,13616
-3617,3617,13617
-3618,3618,13618
-3619,3619,13619
-3620,3620,13620
-3621,3621,13621
-3622,3622,13622
-3623,3623,13623
-3624,3624,13624
-3625,3625,13625
-3626,3626,13626
-3627,3627,13627
-3628,3628,13628
-3629,3629,13629
-3630,3630,13630
-3631,3631,13631
-3632,3632,13632
-3633,3633,13633
-3634,3634,13634
-3635,3635,13635
-3636,3636,13636
-3637,3637,13637
-3638,3638,13638
-3639,3639,13639
-3640,3640,13640
-3641,3641,13641
-3642,3642,13642
-3643,3643,13643
-3644,3644,13644
-3645,3645,13645
-3646,3646,13646
-3647,3647,13647
-3648,3648,13648
-3649,3649,13649
-3650,3650,13650
-3651,3651,13651
-3652,3652,13652
-3653,3653,13653
-3654,3654,13654
-3655,3655,13655
-3656,3656,13656
-3657,3657,13657
-3658,3658,13658
-3659,3659,13659
-3660,3660,13660
-3661,3661,13661
-3662,3662,13662
-3663,3663,13663
-3664,3664,13664
-3665,3665,13665
-3666,3666,13666
-3667,3667,13667
-3668,3668,13668
-3669,3669,13669
-3670,3670,13670
-3671,3671,13671
-3672,3672,13672
-3673,3673,13673
-3674,3674,13674
-3675,3675,13675
-3676,3676,13676
-3677,3677,13677
-3678,3678,13678
-3679,3679,13679
-3680,3680,13680
-3681,3681,13681
-3682,3682,13682
-3683,3683,13683
-3684,3684,13684
-3685,3685,13685
-3686,3686,13686
-3687,3687,13687
-3688,3688,13688
-3689,3689,13689
-3690,3690,13690
-3691,3691,13691
-3692,3692,13692
-3693,3693,13693
-3694,3694,13694
-3695,3695,13695
-3696,3696,13696
-3697,3697,13697
-3698,3698,13698
-3699,3699,13699
-3700,3700,13700
-3701,3701,13701
-3702,3702,13702
-3703,3703,13703
-3704,3704,13704
-3705,3705,13705
-3706,3706,13706
-3707,3707,13707
-3708,3708,13708
-3709,3709,13709
-3710,3710,13710
-3711,3711,13711
-3712,3712,13712
-3713,3713,13713
-3714,3714,13714
-3715,3715,13715
-3716,3716,13716
-3717,3717,13717
-3718,3718,13718
-3719,3719,13719
-3720,3720,13720
-3721,3721,13721
-3722,3722,13722
-3723,3723,13723
-3724,3724,13724
-3725,3725,13725
-3726,3726,13726
-3727,3727,13727
-3728,3728,13728
-3729,3729,13729
-3730,3730,13730
-3731,3731,13731
-3732,3732,13732
-3733,3733,13733
-3734,3734,13734
-3735,3735,13735
-3736,3736,13736
-3737,3737,13737
-3738,3738,13738
-3739,3739,13739
-3740,3740,13740
-3741,3741,13741
-3742,3742,13742
-3743,3743,13743
-3744,3744,13744
-3745,3745,13745
-3746,3746,13746
-3747,3747,13747
-3748,3748,13748
-3749,3749,13749
-3750,3750,13750
-3751,3751,13751
-3752,3752,13752
-3753,3753,13753
-3754,3754,13754
-3755,3755,13755
-3756,3756,13756
-3757,3757,13757
-3758,3758,13758
-3759,3759,13759
-3760,3760,13760
-3761,3761,13761
-3762,3762,13762
-3763,3763,13763
-3764,3764,13764
-3765,3765,13765
-3766,3766,13766
-3767,3767,13767
-3768,3768,13768
-3769,3769,13769
-3770,3770,13770
-3771,3771,13771
-3772,3772,13772
-3773,3773,13773
-3774,3774,13774
-3775,3775,13775
-3776,3776,13776
-3777,3777,13777
-3778,3778,13778
-3779,3779,13779
-3780,3780,13780
-3781,3781,13781
-3782,3782,13782
-3783,3783,13783
-3784,3784,13784
-3785,3785,13785
-3786,3786,13786
-3787,3787,13787
-3788,3788,13788
-3789,3789,13789
-3790,3790,13790
-3791,3791,13791
-3792,3792,13792
-3793,3793,13793
-3794,3794,13794
-3795,3795,13795
-3796,3796,13796
-3797,3797,13797
-3798,3798,13798
-3799,3799,13799
-3800,3800,13800
-3801,3801,13801
-3802,3802,13802
-3803,3803,13803
-3804,3804,13804
-3805,3805,13805
-3806,3806,13806
-3807,3807,13807
-3808,3808,13808
-3809,3809,13809
-3810,3810,13810
-3811,3811,13811
-3812,3812,13812
-3813,3813,13813
-3814,3814,13814
-3815,3815,13815
-3816,3816,13816
-3817,3817,13817
-3818,3818,13818
-3819,3819,13819
-3820,3820,13820
-3821,3821,13821
-3822,3822,13822
-3823,3823,13823
-3824,3824,13824
-3825,3825,13825
-3826,3826,13826
-3827,3827,13827
-3828,3828,13828
-3829,3829,13829
-3830,3830,13830
-3831,3831,13831
-3832,3832,13832
-3833,3833,13833
-3834,3834,13834
-3835,3835,13835
-3836,3836,13836
-3837,3837,13837
-3838,3838,13838
-3839,3839,13839
-3840,3840,13840
-3841,3841,13841
-3842,3842,13842
-3843,3843,13843
-3844,3844,13844
-3845,3845,13845
-3846,3846,13846
-3847,3847,13847
-3848,3848,13848
-3849,3849,13849
-3850,3850,13850
-3851,3851,13851
-3852,3852,13852
-3853,3853,13853
-3854,3854,13854
-3855,3855,13855
-3856,3856,13856
-3857,3857,13857
-3858,3858,13858
-3859,3859,13859
-3860,3860,13860
-3861,3861,13861
-3862,3862,13862
-3863,3863,13863
-3864,3864,13864
-3865,3865,13865
-3866,3866,13866
-3867,3867,13867
-3868,3868,13868
-3869,3869,13869
-3870,3870,13870
-3871,3871,13871
-3872,3872,13872
-3873,3873,13873
-3874,3874,13874
-3875,3875,13875
-3876,3876,13876
-3877,3877,13877
-3878,3878,13878
-3879,3879,13879
-3880,3880,13880
-3881,3881,13881
-3882,3882,13882
-3883,3883,13883
-3884,3884,13884
-3885,3885,13885
-3886,3886,13886
-3887,3887,13887
-3888,3888,13888
-3889,3889,13889
-3890,3890,13890
-3891,3891,13891
-3892,3892,13892
-3893,3893,13893
-3894,3894,13894
-3895,3895,13895
-3896,3896,13896
-3897,3897,13897
-3898,3898,13898
-3899,3899,13899
-3900,3900,13900
-3901,3901,13901
-3902,3902,13902
-3903,3903,13903
-3904,3904,13904
-3905,3905,13905
-3906,3906,13906
-3907,3907,13907
-3908,3908,13908
-3909,3909,13909
-3910,3910,13910
-3911,3911,13911
-3912,3912,13912
-3913,3913,13913
-3914,3914,13914
-3915,3915,13915
-3916,3916,13916
-3917,3917,13917
-3918,3918,13918
-3919,3919,13919
-3920,3920,13920
-3921,3921,13921
-3922,3922,13922
-3923,3923,13923
-3924,3924,13924
-3925,3925,13925
-3926,3926,13926
-3927,3927,13927
-3928,3928,13928
-3929,3929,13929
-3930,3930,13930
-3931,3931,13931
-3932,3932,13932
-3933,3933,13933
-3934,3934,13934
-3935,3935,13935
-3936,3936,13936
-3937,3937,13937
-3938,3938,13938
-3939,3939,13939
-3940,3940,13940
-3941,3941,13941
-3942,3942,13942
-3943,3943,13943
-3944,3944,13944
-3945,3945,13945
-3946,3946,13946
-3947,3947,13947
-3948,3948,13948
-3949,3949,13949
-3950,3950,13950
-3951,3951,13951
-3952,3952,13952
-3953,3953,13953
-3954,3954,13954
-3955,3955,13955
-3956,3956,13956
-3957,3957,13957
-3958,3958,13958
-3959,3959,13959
-3960,3960,13960
-3961,3961,13961
-3962,3962,13962
-3963,3963,13963
-3964,3964,13964
-3965,3965,13965
-3966,3966,13966
-3967,3967,13967
-3968,3968,13968
-3969,3969,13969
-3970,3970,13970
-3971,3971,13971
-3972,3972,13972
-3973,3973,13973
-3974,3974,13974
-3975,3975,13975
-3976,3976,13976
-3977,3977,13977
-3978,3978,13978
-3979,3979,13979
-3980,3980,13980
-3981,3981,13981
-3982,3982,13982
-3983,3983,13983
-3984,3984,13984
-3985,3985,13985
-3986,3986,13986
-3987,3987,13987
-3988,3988,13988
-3989,3989,13989
-3990,3990,13990
-3991,3991,13991
-3992,3992,13992
-3993,3993,13993
-3994,3994,13994
-3995,3995,13995
-3996,3996,13996
-3997,3997,13997
-3998,3998,13998
-3999,3999,13999
-4000,4000,14000
-4001,4001,14001
-4002,4002,14002
-4003,4003,14003
-4004,4004,14004
-4005,4005,14005
-4006,4006,14006
-4007,4007,14007
-4008,4008,14008
-4009,4009,14009
-4010,4010,14010
-4011,4011,14011
-4012,4012,14012
-4013,4013,14013
-4014,4014,14014
-4015,4015,14015
-4016,4016,14016
-4017,4017,14017
-4018,4018,14018
-4019,4019,14019
-4020,4020,14020
-4021,4021,14021
-4022,4022,14022
-4023,4023,14023
-4024,4024,14024
-4025,4025,14025
-4026,4026,14026
-4027,4027,14027
-4028,4028,14028
-4029,4029,14029
-4030,4030,14030
-4031,4031,14031
-4032,4032,14032
-4033,4033,14033
-4034,4034,14034
-4035,4035,14035
-4036,4036,14036
-4037,4037,14037
-4038,4038,14038
-4039,4039,14039
-4040,4040,14040
-4041,4041,14041
-4042,4042,14042
-4043,4043,14043
-4044,4044,14044
-4045,4045,14045
-4046,4046,14046
-4047,4047,14047
-4048,4048,14048
-4049,4049,14049
-4050,4050,14050
-4051,4051,14051
-4052,4052,14052
-4053,4053,14053
-4054,4054,14054
-4055,4055,14055
-4056,4056,14056
-4057,4057,14057
-4058,4058,14058
-4059,4059,14059
-4060,4060,14060
-4061,4061,14061
-4062,4062,14062
-4063,4063,14063
-4064,4064,14064
-4065,4065,14065
-4066,4066,14066
-4067,4067,14067
-4068,4068,14068
-4069,4069,14069
-4070,4070,14070
-4071,4071,14071
-4072,4072,14072
-4073,4073,14073
-4074,4074,14074
-4075,4075,14075
-4076,4076,14076
-4077,4077,14077
-4078,4078,14078
-4079,4079,14079
-4080,4080,14080
-4081,4081,14081
-4082,4082,14082
-4083,4083,14083
-4084,4084,14084
-4085,4085,14085
-4086,4086,14086
-4087,4087,14087
-4088,4088,14088
-4089,4089,14089
-4090,4090,14090
-4091,4091,14091
-4092,4092,14092
-4093,4093,14093
-4094,4094,14094
-4095,4095,14095
-4096,4096,14096
-4097,4097,14097
-4098,4098,14098
-4099,4099,14099
-4100,4100,14100
-4101,4101,14101
-4102,4102,14102
-4103,4103,14103
-4104,4104,14104
-4105,4105,14105
-4106,4106,14106
-4107,4107,14107
-4108,4108,14108
-4109,4109,14109
-4110,4110,14110
-4111,4111,14111
-4112,4112,14112
-4113,4113,14113
-4114,4114,14114
-4115,4115,14115
-4116,4116,14116
-4117,4117,14117
-4118,4118,14118
-4119,4119,14119
-4120,4120,14120
-4121,4121,14121
-4122,4122,14122
-4123,4123,14123
-4124,4124,14124
-4125,4125,14125
-4126,4126,14126
-4127,4127,14127
-4128,4128,14128
-4129,4129,14129
-4130,4130,14130
-4131,4131,14131
-4132,4132,14132
-4133,4133,14133
-4134,4134,14134
-4135,4135,14135
-4136,4136,14136
-4137,4137,14137
-4138,4138,14138
-4139,4139,14139
-4140,4140,14140
-4141,4141,14141
-4142,4142,14142
-4143,4143,14143
-4144,4144,14144
-4145,4145,14145
-4146,4146,14146
-4147,4147,14147
-4148,4148,14148
-4149,4149,14149
-4150,4150,14150
-4151,4151,14151
-4152,4152,14152
-4153,4153,14153
-4154,4154,14154
-4155,4155,14155
-4156,4156,14156
-4157,4157,14157
-4158,4158,14158
-4159,4159,14159
-4160,4160,14160
-4161,4161,14161
-4162,4162,14162
-4163,4163,14163
-4164,4164,14164
-4165,4165,14165
-4166,4166,14166
-4167,4167,14167
-4168,4168,14168
-4169,4169,14169
-4170,4170,14170
-4171,4171,14171
-4172,4172,14172
-4173,4173,14173
-4174,4174,14174
-4175,4175,14175
-4176,4176,14176
-4177,4177,14177
-4178,4178,14178
-4179,4179,14179
-4180,4180,14180
-4181,4181,14181
-4182,4182,14182
-4183,4183,14183
-4184,4184,14184
-4185,4185,14185
-4186,4186,14186
-4187,4187,14187
-4188,4188,14188
-4189,4189,14189
-4190,4190,14190
-4191,4191,14191
-4192,4192,14192
-4193,4193,14193
-4194,4194,14194
-4195,4195,14195
-4196,4196,14196
-4197,4197,14197
-4198,4198,14198
-4199,4199,14199
-4200,4200,14200
-4201,4201,14201
-4202,4202,14202
-4203,4203,14203
-4204,4204,14204
-4205,4205,14205
-4206,4206,14206
-4207,4207,14207
-4208,4208,14208
-4209,4209,14209
-4210,4210,14210
-4211,4211,14211
-4212,4212,14212
-4213,4213,14213
-4214,4214,14214
-4215,4215,14215
-4216,4216,14216
-4217,4217,14217
-4218,4218,14218
-4219,4219,14219
-4220,4220,14220
-4221,4221,14221
-4222,4222,14222
-4223,4223,14223
-4224,4224,14224
-4225,4225,14225
-4226,4226,14226
-4227,4227,14227
-4228,4228,14228
-4229,4229,14229
-4230,4230,14230
-4231,4231,14231
-4232,4232,14232
-4233,4233,14233
-4234,4234,14234
-4235,4235,14235
-4236,4236,14236
-4237,4237,14237
-4238,4238,14238
-4239,4239,14239
-4240,4240,14240
-4241,4241,14241
-4242,4242,14242
-4243,4243,14243
-4244,4244,14244
-4245,4245,14245
-4246,4246,14246
-4247,4247,14247
-4248,4248,14248
-4249,4249,14249
-4250,4250,14250
-4251,4251,14251
-4252,4252,14252
-4253,4253,14253
-4254,4254,14254
-4255,4255,14255
-4256,4256,14256
-4257,4257,14257
-4258,4258,14258
-4259,4259,14259
-4260,4260,14260
-4261,4261,14261
-4262,4262,14262
-4263,4263,14263
-4264,4264,14264
-4265,4265,14265
-4266,4266,14266
-4267,4267,14267
-4268,4268,14268
-4269,4269,14269
-4270,4270,14270
-4271,4271,14271
-4272,4272,14272
-4273,4273,14273
-4274,4274,14274
-4275,4275,14275
-4276,4276,14276
-4277,4277,14277
-4278,4278,14278
-4279,4279,14279
-4280,4280,14280
-4281,4281,14281
-4282,4282,14282
-4283,4283,14283
-4284,4284,14284
-4285,4285,14285
-4286,4286,14286
-4287,4287,14287
-4288,4288,14288
-4289,4289,14289
-4290,4290,14290
-4291,4291,14291
-4292,4292,14292
-4293,4293,14293
-4294,4294,14294
-4295,4295,14295
-4296,4296,14296
-4297,4297,14297
-4298,4298,14298
-4299,4299,14299
-4300,4300,14300
-4301,4301,14301
-4302,4302,14302
-4303,4303,14303
-4304,4304,14304
-4305,4305,14305
-4306,4306,14306
-4307,4307,14307
-4308,4308,14308
-4309,4309,14309
-4310,4310,14310
-4311,4311,14311
-4312,4312,14312
-4313,4313,14313
-4314,4314,14314
-4315,4315,14315
-4316,4316,14316
-4317,4317,14317
-4318,4318,14318
-4319,4319,14319
-4320,4320,14320
-4321,4321,14321
-4322,4322,14322
-4323,4323,14323
-4324,4324,14324
-4325,4325,14325
-4326,4326,14326
-4327,4327,14327
-4328,4328,14328
-4329,4329,14329
-4330,4330,14330
-4331,4331,14331
-4332,4332,14332
-4333,4333,14333
-4334,4334,14334
-4335,4335,14335
-4336,4336,14336
-4337,4337,14337
-4338,4338,14338
-4339,4339,14339
-4340,4340,14340
-4341,4341,14341
-4342,4342,14342
-4343,4343,14343
-4344,4344,14344
-4345,4345,14345
-4346,4346,14346
-4347,4347,14347
-4348,4348,14348
-4349,4349,14349
-4350,4350,14350
-4351,4351,14351
-4352,4352,14352
-4353,4353,14353
-4354,4354,14354
-4355,4355,14355
-4356,4356,14356
-4357,4357,14357
-4358,4358,14358
-4359,4359,14359
-4360,4360,14360
-4361,4361,14361
-4362,4362,14362
-4363,4363,14363
-4364,4364,14364
-4365,4365,14365
-4366,4366,14366
-4367,4367,14367
-4368,4368,14368
-4369,4369,14369
-4370,4370,14370
-4371,4371,14371
-4372,4372,14372
-4373,4373,14373
-4374,4374,14374
-4375,4375,14375
-4376,4376,14376
-4377,4377,14377
-4378,4378,14378
-4379,4379,14379
-4380,4380,14380
-4381,4381,14381
-4382,4382,14382
-4383,4383,14383
-4384,4384,14384
-4385,4385,14385
-4386,4386,14386
-4387,4387,14387
-4388,4388,14388
-4389,4389,14389
-4390,4390,14390
-4391,4391,14391
-4392,4392,14392
-4393,4393,14393
-4394,4394,14394
-4395,4395,14395
